TC_ID,IterationID,Run,react select input container,Hypothesis,Test Type,Type 1 Error,Upper Type 1 Error,Lower Type 1 Error,Number of Events,Allocation Ratio,inputMethod,Starting At Time,inputMethodTable.0.hazardRateControl,inputMethodTable.0.hazardRateTrmt_Null_SS,inputMethodTable.0.hazardRateTrmt_Alt_SPSS,inputMethodTable.1.hazardRateControl,inputMethodTable.2.hazardRateControl,inputMethodTable.2.startingAtTime,inputMethodTable.1.startingAtTime,Input Method,hazardRatioInputMethod,hazardRatio_Null_SS,hazardRatio_Alt_SS,Log Hazard Ratio,Hazard Ratio,inputMethodTable.0.byTime,inputMethodTable.0.cumPercSurvivalControl,Cumulative % Survival (Treatment: Null),inputMethodTable.3.byTime,inputMethodTable.3.cumPercSurvivalControl,Ratio of % Survivals Null,Ratio of % Survivals at Period # 1,inputMethodTable.0.medianSurvivalTimeControl,inputMethodTable.0.medianSurvivalTimeTrmt_Null_SS,inputMethodTable.0.medianSurvivalTimeTrmt_Alt_SPSS,Ratio of Medians,inputMethodTable.0.cumPercSurvivalTrmt_Alt_SPSS,inputMethodTable.1.cumPercSurvivalControl,inputMethodTable.2.cumPercSurvivalControl,inputMethodTable.1.byTime,inputMethodTable.2.byTime,Median Survival Time (Treatment: Alternative) (mt),inputMethodTable.0.hazardRateTrmt_Null_NI,inputMethodTable.0.hazardRateTrmt_Alt_NI,inputMethodTable.0.medianSurvivalTimeTrmt_Null_NI,inputMethodTable.0.medianSurvivalTimeTrmt_Alt_NI,inputMethodTable.0.cumPercSurvivalTrmt_Null_NI,inputMethodTable.0.cumPercSurvivalTrmt_Alt_NI,Variance of Log Hazard Ratio,variable,Follow-up Time,dropoutTable.0.dropoutHazardRateControl,dropoutTable.0.dropoutHazardRateTreatment,dropoutTable.1.dropoutStartingAtTime,dropoutTable.1.dropoutHazardRateControl,dropoutTable.1.dropoutHazardRateTreatment,includeAssurance,priorDistributionFor,distributionMethod,minHR,maxHR,assuranceInputMethod,percHR1stOperator,percHR1stPercentileVal,percHR1stPercentileProb,percHR2ndOperator,percHR2ndPercentileVal,percHR2ndPercentileProb,E,SD,minDelta,maxDelta,percDelta1stOperator,percDelta1stPercentileVal,percDelta1stPercentileProb,percDelta2ndOperator,percDelta2ndPercentileVal,percDelta2ndPercentileProb,eDelta,sdDelta,percSCHR1stOperator,percSCHR1stPercentileVal,percSCHR1stPercentileProb,percSCHR2ndOperator,percSCHR2ndPercentileVal,percSCHR2ndPercentileProb,percSC1stOperator,percSC1stPercentileVal,percSC1stPercentileProb,percSC2ndOperator,percSC2ndPercentileVal,percSC2ndPercentileProb,sc a,sc b,st a,st b,percST1stOperator,percST1stPercentileVal,percST1stPercentileProb,percST2ndOperator,percST2ndPercentileVal,percST2ndPercentileProb,percSTHR1stOperator,percSTHR1stPercentileVal,percSTHR1stPercentileProb,percSTHR2ndOperator,percSTHR2ndPercentileVal,percSTHR2ndPercentileProb,input name eHR,input name sdHR,minLambdaC,maxLambdaC,percLambdaC1stOperator,percLambdaC1stPercentileVal,percLambdaC1stPercentileProb,percLambdaC2ndOperator,percLambdaC2ndPercentileVal,percLambdaC2ndPercentileProb,lambda c a,lambda c b,percLambdaCHR1stOperator,percLambdaCHR1stPercentileVal,percLambdaCHR1stPercentileProb,percLambdaCHR2ndOperator,percLambdaCHR2ndPercentileVal,percLambdaCHR2ndPercentileProb,percLambdaT1stOperator,percLambdaT1stPercentileVal,percLambdaT1stPercentileProb,percLambdaT2ndOperator,percLambdaT2ndPercentileVal,percLambdaT2ndPercentileProb,lambda t a,lambda t b,percLambdaTHR1stOperator,percLambdaTHR1stPercentileVal,percLambdaTHR1stPercentileProb,percLambdaTHR2ndOperator,percLambdaTHR2ndPercentileVal,percLambdaTHR2ndPercentileProb,minLambdaT,maxLambdaT,percMC1stOperator,percMC1stPercentileVal,percMC1stPercentileProb,percMC2ndOperator,percMC2ndPercentileVal,percMC2ndPercentileProb,input name eMC,input name sdMC,percMCHR1stOperator,percMCHR1stPercentileVal,percMCHR1stPercentileProb,percMCHR2ndOperator,percMCHR2ndPercentileVal,percMCHR2ndPercentileProb,percMT1stOperator,percMT1stPercentileVal,percMT1stPercentileProb,percMT2ndOperator,percMT2ndPercentileVal,percMT2ndPercentileProb,input name eMT,input name sdMT,percMTHR1stOperator,percMTHR1stPercentileVal,percMTHR1stPercentileProb,percMTHR2ndOperator,percMTHR2ndPercentileVal,percMTHR2ndPercentileProb,effBoundaryFam,effSpendFunc,effParamGamma,effParamRho,effParam,futBoundaryFam,futSpendFunc,futParamGamma,futParamRho,futBoundaryType,futParam,fix,boundary.0.analysisSpacingInfo,boundary.0.efficacyPValue,boundary.1.efficacyPValue,boundary.1.analysisSpacingInfo,boundary.2.analysisSpacingInfo,boundary.2.efficacyPValue,boundary.0.futilityPValue,computeCP,boundaryScale,boundary.0.futilityCP,boundary.0.futilityHR,boundary.1.futilityHR,boundary.2.futilityHR,shapeParamDelta,shapeParamDeltaTwo,boundary.3.analysisSpacingInfo,boundary.1.futilityCheck,boundary.0.efficacyCheck,boundary.0.cumAlphaSpent,boundary.0.cumBetaSpent,boundary.1.cumAlphaSpent,boundary.2.cumAlphaSpent,boundary.1.cumBetaSpent,enrollmentTable.0.avgSubjectsEnrolled,inputParameter,committedDuration,committedSubjects,enrollmentTable.1.avgSubjectsEnrolled,enrollmentTable.1.startingAtTime,Result Name
TC_12,ITER_23,TRUE,N/A,Noninferiority,1-Sided,0.023,N/A,N/A,N/A,1,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cumulative % Survival,5,N/A,N/A,N/A,N/A,1,96.593378,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,95,94,2,3,N/A,N/A,N/A,N/A,N/A,Computed,Computed,Alternative,N/A,1,0.693147,0.693147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wang-Tsiatis,N/A,N/A,0.012,N/A,None,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,50,75,N/A,N/A,N/A,Z Scale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Duration,4482.677423,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_24,TRUE,N/A,Noninferiority,1-Sided,0.025,N/A,N/A,N/A,1,Hazard Rates,N/A,0.03466,N/A,N/A,0.03,0.025,2,1,Hazard Rates,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computed,Computed,N/A,N/A,N/A,N/A,Alternative,N/A,10,0.5,0.8,2,0.6,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spending Functions,Interpolated,N/A,N/A,N/A,HR,N/A,N/A,N/A,Non-Binding,N/A,N/A,25,N/A,N/A,50,75,N/A,N/A,N/A,Z Scale,N/A,1.50448,N/A,1.13252,N/A,N/A,N/A,uncheck,uncheck,N/A,N/A,0.0125,0.01875,N/A,8,Duration,3081.352941,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_25,TRUE,N/A,Super Superiority,1-Sided,0.025,N/A,N/A,N/A,1,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,2,0.75,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.998476,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,N/A,20,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haybittle Peto,N/A,N/A,N/A,N/A,HR,N/A,N/A,N/A,Non-Binding,N/A,1,25,0.0001,0.0002,50,75,0.0003,N/A,N/A,N/A,N/A,1.055991,0.711373,0.627912,N/A,N/A,N/A,check,check,N/A,N/A,N/A,N/A,N/A,8,Duration,774.108241,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_26,FALSE,N/A,Super Superiority,1-Sided,0.025,N/A,N/A,N/A,1,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,2,0.75,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.998476,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,N/A,20,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haybittle Peto,N/A,N/A,N/A,N/A,HR,N/A,N/A,N/A,Non-Binding,N/A,Total Type I Error,25,-999998,0.0002,50,75,0.0003,N/A,N/A,Z Scale,N/A,1.055991,-999998,0.627912,N/A,N/A,N/A,check,check,N/A,N/A,N/A,N/A,N/A,8,Duration,761.673044,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_27,FALSE,N/A,Superiority,1-Sided,0.025,0,0,N/A,0.98,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,1.2,95.558649,N/A,N/A,N/A,N/A,Computed,N/A,N/A,N/A,N/A,97.687166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,check,0,0,0,N/A,N/A,N/A,check,Log Hazard Ratio,Normal,N/A,N/A,Percentiles of Param,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,Less Equal,-1.65,0.05,Greater Equal,1.72,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Duration,36.56,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_28,FALSE,N/A,Superiority,2-Sided,0.038,0,0,N/A,1.35,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,0.6,79.136182,N/A,N/A,N/A,N/A,Computed,N/A,N/A,N/A,N/A,88.426366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Null,uncheck,3.2,2.2,3.2,1.4,2.4,3.3,check,ParamC,Beta,N/A,N/A,Percentiles of HR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,Greater Equal,0.8,0.05,Less Equal,0.4,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.05,Duration,173.701658,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_29,FALSE,N/A,Superiority,2-Sided,0.0445,0,0,N/A,1,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05,Cumulative % Survival,2,N/A,N/A,N/A,N/A,0.02,92.12,N/A,N/A,N/A,N/A,Computed,N/A,N/A,N/A,N/A,Computed,90.45,N/A,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Null,uncheck,1.25,0.22,0.21,N/A,N/A,N/A,check,Hazard Ratio,Log Normal,0,0,Percentiles of HR,Greater Equal,5,0.06,Less Equal,0.045,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.24,Duration,67.437722,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_30,FALSE,N/A,Superiority,2-Sided (Asymmetric),0,0.0123,0.0345,N/A,0.99,Cumulative % Survival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cumulative % Survival,5,N/A,N/A,N/A,N/A,1,93.706746,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,check,0,0,0,N/A,N/A,N/A,check,ParamT,Beta,N/A,N/A,Beta Parameters (a and b),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,0,1,0.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,Duration,277.684706,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_31,FALSE,N/A,Superiority,1-Sided,0.01,0,0,N/A,1,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,N/A,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.03466,N/A,0.01733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Null,check,0,0,0,N/A,N/A,N/A,check,Log Hazard Ratio,Normal,N/A,N/A,E and SD of Param,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,0,N/A,0,0,0.1,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Duration,100,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_32,FALSE,N/A,Superiority,1-Sided,0.1,0,0,N/A,1,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,N/A,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,uncheck,0.5,0,0,N/A,N/A,N/A,check,Hazard Ratio,Log Normal,0,0,E and SD of Param,N/A,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.649,2.161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Duration,624.9,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_33,FALSE,N/A,Superiority,2-Sided,0.038,0,0,N/A,1.35,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,N/A,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.234,N/A,0.123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Null,check,0,0.5,1,1.4,1,2,check,ParamCAndT,Log Normal,N/A,N/A,E and SD of Param,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.72,2.234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.649,2.161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.05,Duration,20.220994,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_34,FALSE,N/A,Superiority,2-Sided (Asymmetric),0,0.0736,0.0345,N/A,0.97,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,4,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.5,N/A,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,check,0,2,2.2,N/A,N/A,N/A,check,ParamC,Log Normal,N/A,N/A,E and SD of Param,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,0,N/A,0,0,1.789,2.543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Duration,207.5,N/A,N/A,N/A,Result - Input Set 1
TC_12,ITER_35,FALSE,N/A,Superiority,2-Sided (Asymmetric),0,0.0123,0.0345,N/A,0.99,Median Survival Times,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Median Survival Times,4,Computed,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.55,N/A,Computed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alternative,uncheck,3.2,0.4,0.33,1.2,0.8,0.44,check,ParamT,Log Normal,N/A,N/A,E and SD of Param,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,0,1.649,2.161,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,Duration,118.642105,N/A,N/A,N/A,Result - Input Set 1
