ObjectName,Page,SelectorType,SelectorValue,RoleName,FallbackSelector,Dynamic,Description,Exact
txt_boundary_1_efficacy_PValue,ResultsPage,css,"[id=""boundary.1.efficacyPValue""]",,,FALSE,textbox from codegen,FALSE
txt_boundary_1_futility_HR,ResultsPage,css,"[id=""boundary.1.futilityHR""]",,,FALSE,textbox from codegen,FALSE
chk_boundary_0_efficacy_Check,ResultsPage,css,"[id=""boundary.0.efficacyCheck""]",,,FALSE,checkbox from codegen,FALSE
chk_boundary_1_futility_Check,ResultsPage,css,"[id=""boundary.1.futilityCheck""]",,,FALSE,checkbox from codegen,FALSE
btn_Calculate,ResultsPage,role,button,Calculate,,FALSE,button from codegen,FALSE
btn_Enrollment,ResultsPage,role,button,Enrollment,,FALSE,button from codegen,FALSE
txt_accrual_Duration,ResultsPage,css,#accrualDuration,,,FALSE,textbox from codegen,FALSE
txt_study_Duration,ResultsPage,css,#studyDuration,,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_0_by_Time,ResultsPage,css,"input[name=""enrollmentTable.0.byTime""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_0_cum_Perc_Accrued,ResultsPage,css,"[id=""enrollmentTable.0.cumPercAccrued""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_1_by_Time,ResultsPage,css,"input[name=""enrollmentTable.1.byTime""]",,,FALSE,textbox from codegen,FALSE
txt_enrollment_Table_1_cum_Perc_Accrued,ResultsPage,css,"[id=""enrollmentTable.1.cumPercAccrued""]",,,FALSE,textbox from codegen,FALSE
btn_Save,ResultsPage,role,button,Save,,FALSE,button from codegen,TRUE
btn_Save_Compute,ResultsPage,role,button,Save & Compute,,FALSE,button from codegen,FALSE
txt_ResultName,ResultsPage,css,#inputId,,,FALSE,textbox from codegen,FALSE
txt_credit_alert_primary,ResultsPage,css,#credit-alert-primary,,,FALSE,textbox from codegen,FALSE
lnk_ResultName,ResultsPage,role,link,{0},,TRUE,result link from codegen,FALSE
lbl_RunStatus,ResultsPage,css,div[role=gridcell][col-id=simStatus],,,FALSE,Run status cell. VERIFY col-id against your app and adjust,FALSE
txt_input_Method_Table_2_by_Time,ResultsPage,css,"input[name=""inputMethodTable.2.byTime""]",,,FALSE,period-2 fill (recording captured only 0-1; testdata needs 3),FALSE
txt_input_Method_Table_2_cum_Perc_Survival_Control,ResultsPage,css,"[id=""inputMethodTable.2.cumPercSurvivalControl""]",,,FALSE,period-2 fill,FALSE
