Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
120,1230,ExtractResults,DesignPage,assertValue,obj_Ratio_of_Survivals_at_Period_1_Alternative,,,,${data.design.ratioOfPercSurv_Alt_SS},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
121,1240,ExtractResults,DesignPage,assertValue,obj_Hazard_Ratio_Null,,,,${data.design.Hazard Ratio},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
122,1250,ExtractResults,DesignPage,assertValue,obj_Hazard_Ratio_Alternative,,,,${data.design.Hazard Ratio},,10000,TRUE,0,always,,"clicked but not filled during recording - defaulted to assertValue (Optional). Set the expected value in design.csv; fix the selector and flip Optional=FALSE to enforce, or change the action"
123,1260,ExtractResults,ResultsPage,select,ddl_Variance_of_Log_Hazard_Ratio,${data.design.Variance of Log Hazard Ratio},,,,,10000,FALSE,0,always,,Select Variance of Log Hazard Ratio. Native <select> - select matches by visible label first
124,1270,ExtractResults,ResultsPage,check,chk_variable,,,,,,10000,FALSE,0,always,${data.design.variable}!=check,check variable when testdata variable=check (SkipIf gates it per iteration)
125,1280,ExtractResults,ResultsPage,uncheck,chk_variable,,,,,,10000,FALSE,0,always,${data.design.variable}!=uncheck,uncheck variable when testdata variable=uncheck (SkipIf gates it per iteration)
126,1290,ExtractResults,ResultsPage,uncheck,chk_variable,,,,,,10000,FALSE,0,always,${data.design.variable}!=uncheck,uncheck variable when testdata variable=uncheck (SkipIf gates it per iteration)
127,1300,ExtractResults,ResultsPage,fill,txt_Follow_up_Time_Week,${data.design.Follow-up Time},,,,,10000,FALSE,0,never,,fill Follow-up Time
128,1310,ExtractResults,ResultsPage,select,ddl_dropout_Input_Method,${data.design.piecewiseInputMethod},,,,,10000,FALSE,0,onFailure,,select dropout input method (1=None 2=Hazard Rates 3=Probability of Dropout) so the matching dropout fields render
1312,1312,ExtractResults,ResultsPage,fill,txt_dropout_Table_0_dropout_By_Time,${data.design.dropoutTable.0.dropoutByTime},,,,,10000,FALSE,0,never,,fill Probability-of-Dropout period-0 By Time
1314,1314,ExtractResults,ResultsPage,fill,txt_dropout_Table_0_prob_Of_Dropout_Control,${data.design.dropoutTable.0.probOfdropoutControl},,,,,10000,FALSE,0,never,,fill Probability of Dropout (Control)
1316,1316,ExtractResults,ResultsPage,fill,txt_dropout_Table_0_prob_Of_Dropout_Treatment,${data.design.dropoutTable.0.probOfdropoutTreatment},,,,,10000,FALSE,0,never,,fill Probability of Dropout (Treatment)
129,1320,ExtractResults,ResultsPage,fill,txt_dropout_Table_0_dropout_Hazard_Rate_Control,${data.design.dropoutTable.0.dropoutHazardRateControl},,,,,10000,FALSE,0,never,,fill dropoutTable.0.dropoutHazardRateControl
130,1330,ExtractResults,ResultsPage,fill,txt_dropout_Table_0_dropout_Hazard_Rate_Treatment,${data.design.dropoutTable.0.dropoutHazardRateTreatment},,,,,10000,FALSE,0,never,,fill dropoutTable.0.dropoutHazardRateTreatment
131,1335,ExtractResults,ResultsPage,click,btn_Dropout_Add_Period,,,,,,10000,FALSE,0,onFailure,${data.design.dropoutTable.1.dropoutHazardRateControl}==N/A,add dropout period 2 row before filling it
132,1340,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_dropout_Starting_At_Time,${data.design.dropoutTable.1.dropoutStartingAtTime},,,,,10000,FALSE,0,never,,fill dropoutTable.1.dropoutStartingAtTime
133,1350,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_dropout_Hazard_Rate_Control,${data.design.dropoutTable.1.dropoutHazardRateControl},,,,,10000,FALSE,0,never,,fill dropoutTable.1.dropoutHazardRateControl
134,1360,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_dropout_Hazard_Rate_Treatment,${data.design.dropoutTable.1.dropoutHazardRateTreatment},,,,,10000,FALSE,0,never,,fill dropoutTable.1.dropoutHazardRateTreatment
1362,1362,ExtractResults,ResultsPage,click,btn_Dropout_Add_Period,,,,,,10000,FALSE,0,never,${data.design.dropoutTable.1.probOfdropoutControl}==N/A,Add Period for Probability-of-Dropout period 2
1364,1364,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_dropout_By_Time,${data.design.dropoutTable.1.dropoutByTime},,,,,10000,FALSE,0,never,,fill dropout period-2 By Time (prob)
1366,1366,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_prob_Of_Dropout_Control,${data.design.dropoutTable.1.probOfdropoutControl},,,,,10000,FALSE,0,never,,fill dropout period-2 Prob (Control)
1368,1368,ExtractResults,ResultsPage,fill,txt_dropout_Table_1_prob_Of_Dropout_Treatment,${data.design.dropoutTable.1.probOfdropoutTreatment},,,,,10000,FALSE,0,never,,fill dropout period-2 Prob (Treatment)
135,1370,ExtractResults,ResultsPage,check,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=check,check includeAssurance when testdata includeAssurance=check (SkipIf gates it per iteration)
136,1380,ExtractResults,ResultsPage,uncheck,chk_include_Assurance,,,,,,10000,FALSE,0,always,${data.design.includeAssurance}!=uncheck,uncheck includeAssurance when testdata includeAssurance=uncheck (SkipIf gates it per iteration)
137,1390,ExtractResults,ResultsPage,select,ddl_Prior_Distribution_for,${data.design.priorDistributionFor},,,,,10000,FALSE,0,always,,Select Prior Distribution for. Native <select> - select matches by visible label first
138,1400,ExtractResults,ResultsPage,select,ddl_Distribution,${data.design.distributionMethod},,,,,10000,FALSE,0,always,,Select Distribution. Native <select> - select matches by visible label first
139,1410,ExtractResults,ResultsPage,fill,txt_Min_HR,${data.design.minHR},,,,,10000,FALSE,0,never,,fill Min. HR
140,1420,ExtractResults,ResultsPage,fill,txt_Max_HR,${data.design.maxHR},,,,,10000,FALSE,0,never,,fill Max. HR
141,1430,ExtractResults,ResultsPage,select,ddl_distribution_Method,${data.design.distributionMethod},,,,,10000,FALSE,0,always,,Select distributionMethod. Native <select> - select matches by visible label first
142,1440,ExtractResults,ResultsPage,select,ddl_assurance_Input_Method,${data.design.assuranceInputMethod},,,,,10000,FALSE,0,always,,Select assuranceInputMethod. Native <select> - select matches by visible label first
143,1450,ExtractResults,ResultsPage,select,ddl_perc_HR1st_Operator,${data.design.percHR1stOperator},,,,,10000,FALSE,0,always,,Select percHR1stOperator. Native <select> - select matches by visible label first
144,1460,ExtractResults,ResultsPage,fill,txt_perc_HR1st_Percentile_Val,${data.design.percHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percHR1stPercentileVal
145,1470,ExtractResults,ResultsPage,fill,txt_perc_HR1st_Percentile_Prob,${data.design.percHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percHR1stPercentileProb
146,1480,ExtractResults,ResultsPage,select,ddl_perc_HR2nd_Operator,${data.design.percHR2ndOperator},,,,,10000,FALSE,0,always,,Select percHR2ndOperator. Native <select> - select matches by visible label first
147,1490,ExtractResults,ResultsPage,fill,txt_perc_HR2nd_Percentile_Val,${data.design.percHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percHR2ndPercentileVal
148,1500,ExtractResults,ResultsPage,fill,txt_perc_HR2nd_Percentile_Prob,${data.design.percHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percHR2ndPercentileProb
149,1510,ExtractResults,ResultsPage,fill,txt_E_HR,${data.design.E},,,,,10000,FALSE,0,never,,fill E
150,1520,ExtractResults,ResultsPage,fill,txt_SD_HR,${data.design.SD},,,,,10000,FALSE,0,never,,fill SD
151,1530,ExtractResults,ResultsPage,select,ddl_prior_Distribution_For,${data.design.priorDistributionFor},,,,,10000,FALSE,0,always,,Select priorDistributionFor. Native <select> - select matches by visible label first
152,1540,ExtractResults,ResultsPage,fill,txt_min_Delta,${data.design.minDelta},,,,,10000,FALSE,0,never,,fill minDelta
153,1550,ExtractResults,ResultsPage,fill,txt_max_Delta,${data.design.maxDelta},,,,,10000,FALSE,0,never,,fill maxDelta
154,1570,ExtractResults,ResultsPage,select,ddl_perc_Delta1st_Operator,${data.design.percDelta1stOperator},,,,,10000,FALSE,0,always,,Select percDelta1stOperator. Native <select> - select matches by visible label first
155,1580,ExtractResults,ResultsPage,fill,txt_perc_Delta1st_Percentile_Val,${data.design.percDelta1stPercentileVal},,,,,10000,FALSE,0,never,,fill percDelta1stPercentileVal
156,1590,ExtractResults,ResultsPage,fill,txt_perc_Delta1st_Percentile_Prob,${data.design.percDelta1stPercentileProb},,,,,10000,FALSE,0,never,,fill percDelta1stPercentileProb
157,1600,ExtractResults,ResultsPage,select,ddl_perc_Delta2nd_Operator,${data.design.percDelta2ndOperator},,,,,10000,FALSE,0,always,,Select percDelta2ndOperator. Native <select> - select matches by visible label first
158,1610,ExtractResults,ResultsPage,fill,txt_perc_Delta2nd_Percentile_Val,${data.design.percDelta2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percDelta2ndPercentileVal
159,1620,ExtractResults,ResultsPage,fill,txt_perc_Delta2nd_Percentile_Prob,${data.design.percDelta2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percDelta2ndPercentileProb
160,1630,ExtractResults,ResultsPage,fill,txt_e_Delta,${data.design.eDelta},,,,,10000,FALSE,0,never,,fill eDelta
161,1640,ExtractResults,ResultsPage,fill,txt_sd_Delta,${data.design.sdDelta},,,,,10000,FALSE,0,never,,fill sdDelta
162,1650,ExtractResults,ResultsPage,select,ddl_perc_SCHR1st_Operator,${data.design.percSCHR1stOperator},,,,,10000,FALSE,0,always,,Select percSCHR1stOperator. Native <select> - select matches by visible label first
163,1660,ExtractResults,ResultsPage,fill,txt_perc_SCHR1st_Percentile_Val,${data.design.percSCHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percSCHR1stPercentileVal
164,1670,ExtractResults,ResultsPage,fill,txt_perc_SCHR1st_Percentile_Prob,${data.design.percSCHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percSCHR1stPercentileProb
165,1680,ExtractResults,ResultsPage,select,ddl_perc_SCHR2nd_Operator,${data.design.percSCHR2ndOperator},,,,,10000,FALSE,0,always,,Select percSCHR2ndOperator. Native <select> - select matches by visible label first
166,1690,ExtractResults,ResultsPage,fill,txt_perc_SCHR2nd_Percentile_Val,${data.design.percSCHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percSCHR2ndPercentileVal
167,1700,ExtractResults,ResultsPage,fill,txt_perc_SCHR2nd_Percentile_Prob,${data.design.percSCHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percSCHR2ndPercentileProb
168,1710,ExtractResults,ResultsPage,select,ddl_perc_SC1st_Operator,${data.design.percSC1stOperator},,,,,10000,FALSE,0,always,,Select percSC1stOperator. Native <select> - select matches by visible label first
169,1720,ExtractResults,ResultsPage,fill,txt_perc_SC1st_Percentile_Val,${data.design.percSC1stPercentileVal},,,,,10000,FALSE,0,never,,fill percSC1stPercentileVal
170,1730,ExtractResults,ResultsPage,fill,txt_perc_SC1st_Percentile_Prob,${data.design.percSC1stPercentileProb},,,,,10000,FALSE,0,never,,fill percSC1stPercentileProb
171,1740,ExtractResults,ResultsPage,select,ddl_perc_SC2nd_Operator,${data.design.percSC2ndOperator},,,,,10000,FALSE,0,always,,Select percSC2ndOperator. Native <select> - select matches by visible label first
172,1750,ExtractResults,ResultsPage,fill,txt_perc_SC2nd_Percentile_Val,${data.design.percSC2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percSC2ndPercentileVal
173,1760,ExtractResults,ResultsPage,fill,txt_perc_SC2nd_Percentile_Prob,${data.design.percSC2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percSC2ndPercentileProb
174,1770,ExtractResults,ResultsPage,fill,txt_sc_a,${data.design.sc a},,,,,10000,FALSE,0,never,,fill sc a
175,1780,ExtractResults,ResultsPage,fill,txt_sc_b,${data.design.sc b},,,,,10000,FALSE,0,never,,fill sc b
176,1790,ExtractResults,ResultsPage,fill,txt_st_a,${data.design.st a},,,,,10000,FALSE,0,never,,fill st a
177,1800,ExtractResults,ResultsPage,fill,txt_st_b,${data.design.st b},,,,,10000,FALSE,0,never,,fill st b
178,1810,ExtractResults,ResultsPage,select,ddl_perc_ST1st_Operator,${data.design.percST1stOperator},,,,,10000,FALSE,0,always,,Select percST1stOperator. Native <select> - select matches by visible label first
179,1820,ExtractResults,ResultsPage,fill,txt_perc_ST1st_Percentile_Val,${data.design.percST1stPercentileVal},,,,,10000,FALSE,0,never,,fill percST1stPercentileVal
180,1830,ExtractResults,ResultsPage,fill,txt_perc_ST1st_Percentile_Prob,${data.design.percST1stPercentileProb},,,,,10000,FALSE,0,never,,fill percST1stPercentileProb
181,1840,ExtractResults,ResultsPage,select,ddl_perc_ST2nd_Operator,${data.design.percST2ndOperator},,,,,10000,FALSE,0,always,,Select percST2ndOperator. Native <select> - select matches by visible label first
182,1850,ExtractResults,ResultsPage,fill,txt_perc_ST2nd_Percentile_Val,${data.design.percST2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percST2ndPercentileVal
183,1860,ExtractResults,ResultsPage,fill,txt_perc_ST2nd_Percentile_Prob,${data.design.percST2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percST2ndPercentileProb
184,1870,ExtractResults,ResultsPage,select,ddl_perc_STHR1st_Operator,${data.design.percSTHR1stOperator},,,,,10000,FALSE,0,always,,Select percSTHR1stOperator. Native <select> - select matches by visible label first
185,1880,ExtractResults,ResultsPage,fill,txt_perc_STHR1st_Percentile_Val,${data.design.percSTHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percSTHR1stPercentileVal
186,1890,ExtractResults,ResultsPage,fill,txt_perc_STHR1st_Percentile_Prob,${data.design.percSTHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percSTHR1stPercentileProb
187,1900,ExtractResults,ResultsPage,select,ddl_perc_STHR2nd_Operator,${data.design.percSTHR2ndOperator},,,,,10000,FALSE,0,always,,Select percSTHR2ndOperator. Native <select> - select matches by visible label first
188,1910,ExtractResults,ResultsPage,fill,txt_perc_STHR2nd_Percentile_Val,${data.design.percSTHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percSTHR2ndPercentileVal
189,1920,ExtractResults,ResultsPage,fill,txt_perc_STHR2nd_Percentile_Prob,${data.design.percSTHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percSTHR2ndPercentileProb
190,1930,ExtractResults,ResultsPage,fill,txt_min_HR,${data.design.minHR},,,,,10000,FALSE,0,never,,fill minHR
191,1940,ExtractResults,ResultsPage,fill,txt_max_HR,${data.design.maxHR},,,,,10000,FALSE,0,never,,fill maxHR
192,1950,ExtractResults,ResultsPage,fill,txt_input_name_e_HR,${data.design.input name eHR},,,,,10000,FALSE,0,never,,fill input name eHR
193,1960,ExtractResults,ResultsPage,fill,txt_input_name_sd_HR,${data.design.input name sdHR},,,,,10000,FALSE,0,never,,fill input name sdHR
194,1970,ExtractResults,ResultsPage,fill,txt_min_Lambda_C,${data.design.minLambdaC},,,,,10000,FALSE,0,never,,fill minLambdaC
195,1980,ExtractResults,ResultsPage,fill,txt_max_Lambda_C,${data.design.maxLambdaC},,,,,10000,FALSE,0,never,,fill maxLambdaC
196,1990,ExtractResults,ResultsPage,select,ddl_perc_Lambda_C1st_Operator,${data.design.percLambdaC1stOperator},,,,,10000,FALSE,0,always,,Select percLambdaC1stOperator. Native <select> - select matches by visible label first
197,2000,ExtractResults,ResultsPage,fill,txt_perc_Lambda_C1st_Percentile_Val,${data.design.percLambdaC1stPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaC1stPercentileVal
198,2010,ExtractResults,ResultsPage,fill,txt_perc_Lambda_C1st_Percentile_Prob,${data.design.percLambdaC1stPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaC1stPercentileProb
199,2020,ExtractResults,ResultsPage,select,ddl_perc_Lambda_C2nd_Operator,${data.design.percLambdaC2ndOperator},,,,,10000,FALSE,0,always,,Select percLambdaC2ndOperator. Native <select> - select matches by visible label first
200,2030,ExtractResults,ResultsPage,fill,txt_perc_Lambda_C2nd_Percentile_Val,${data.design.percLambdaC2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaC2ndPercentileVal
201,2040,ExtractResults,ResultsPage,fill,txt_perc_Lambda_C2nd_Percentile_Prob,${data.design.percLambdaC2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaC2ndPercentileProb
202,2050,ExtractResults,ResultsPage,fill,txt_lambda_c_a,${data.design.lambda c a},,,,,10000,FALSE,0,never,,fill lambda c a
203,2060,ExtractResults,ResultsPage,fill,txt_lambda_c_b,${data.design.lambda c b},,,,,10000,FALSE,0,never,,fill lambda c b
204,2070,ExtractResults,ResultsPage,select,ddl_perc_Lambda_CHR1st_Operator,${data.design.percLambdaCHR1stOperator},,,,,10000,FALSE,0,always,,Select percLambdaCHR1stOperator. Native <select> - select matches by visible label first
205,2080,ExtractResults,ResultsPage,fill,txt_perc_Lambda_CHR1st_Percentile_Val,${data.design.percLambdaCHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaCHR1stPercentileVal
206,2090,ExtractResults,ResultsPage,fill,txt_perc_Lambda_CHR1st_Percentile_Prob,${data.design.percLambdaCHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaCHR1stPercentileProb
207,2100,ExtractResults,ResultsPage,select,ddl_perc_Lambda_CHR2nd_Operator,${data.design.percLambdaCHR2ndOperator},,,,,10000,FALSE,0,always,,Select percLambdaCHR2ndOperator. Native <select> - select matches by visible label first
208,2110,ExtractResults,ResultsPage,fill,txt_perc_Lambda_CHR2nd_Percentile_Val,${data.design.percLambdaCHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaCHR2ndPercentileVal
209,2120,ExtractResults,ResultsPage,fill,txt_perc_Lambda_CHR2nd_Percentile_Prob,${data.design.percLambdaCHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaCHR2ndPercentileProb
210,2130,ExtractResults,ResultsPage,select,ddl_perc_Lambda_T1st_Operator,${data.design.percLambdaT1stOperator},,,,,10000,FALSE,0,always,,Select percLambdaT1stOperator. Native <select> - select matches by visible label first
211,2140,ExtractResults,ResultsPage,fill,txt_perc_Lambda_T1st_Percentile_Val,${data.design.percLambdaT1stPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaT1stPercentileVal
212,2150,ExtractResults,ResultsPage,fill,txt_perc_Lambda_T1st_Percentile_Prob,${data.design.percLambdaT1stPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaT1stPercentileProb
213,2160,ExtractResults,ResultsPage,select,ddl_perc_Lambda_T2nd_Operator,${data.design.percLambdaT2ndOperator},,,,,10000,FALSE,0,always,,Select percLambdaT2ndOperator. Native <select> - select matches by visible label first
214,2170,ExtractResults,ResultsPage,fill,txt_perc_Lambda_T2nd_Percentile_Val,${data.design.percLambdaT2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaT2ndPercentileVal
215,2180,ExtractResults,ResultsPage,fill,txt_perc_Lambda_T2nd_Percentile_Prob,${data.design.percLambdaT2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaT2ndPercentileProb
216,2190,ExtractResults,ResultsPage,fill,txt_lambda_t_a,${data.design.lambda t a},,,,,10000,FALSE,0,never,,fill lambda t a
217,2200,ExtractResults,ResultsPage,fill,txt_lambda_t_b,${data.design.lambda t b},,,,,10000,FALSE,0,never,,fill lambda t b
218,2210,ExtractResults,ResultsPage,select,ddl_perc_Lambda_THR1st_Operator,${data.design.percLambdaTHR1stOperator},,,,,10000,FALSE,0,always,,Select percLambdaTHR1stOperator. Native <select> - select matches by visible label first
219,2220,ExtractResults,ResultsPage,fill,txt_perc_Lambda_THR1st_Percentile_Val,${data.design.percLambdaTHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaTHR1stPercentileVal
220,2230,ExtractResults,ResultsPage,fill,txt_perc_Lambda_THR1st_Percentile_Prob,${data.design.percLambdaTHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaTHR1stPercentileProb
221,2240,ExtractResults,ResultsPage,select,ddl_perc_Lambda_THR2nd_Operator,${data.design.percLambdaTHR2ndOperator},,,,,10000,FALSE,0,always,,Select percLambdaTHR2ndOperator. Native <select> - select matches by visible label first
222,2250,ExtractResults,ResultsPage,fill,txt_perc_Lambda_THR2nd_Percentile_Val,${data.design.percLambdaTHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percLambdaTHR2ndPercentileVal
223,2260,ExtractResults,ResultsPage,fill,txt_perc_Lambda_THR2nd_Percentile_Prob,${data.design.percLambdaTHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percLambdaTHR2ndPercentileProb
224,2270,ExtractResults,ResultsPage,fill,txt_min_Lambda_T,${data.design.minLambdaT},,,,,10000,FALSE,0,never,,fill minLambdaT
225,2280,ExtractResults,ResultsPage,fill,txt_max_Lambda_T,${data.design.maxLambdaT},,,,,10000,FALSE,0,never,,fill maxLambdaT
226,2290,ExtractResults,ResultsPage,select,ddl_perc_MC1st_Operator,${data.design.percMC1stOperator},,,,,10000,FALSE,0,always,,Select percMC1stOperator. Native <select> - select matches by visible label first
227,2300,ExtractResults,ResultsPage,fill,txt_perc_MC1st_Percentile_Val,${data.design.percMC1stPercentileVal},,,,,10000,FALSE,0,never,,fill percMC1stPercentileVal
228,2310,ExtractResults,ResultsPage,fill,txt_perc_MC1st_Percentile_Prob,${data.design.percMC1stPercentileProb},,,,,10000,FALSE,0,never,,fill percMC1stPercentileProb
229,2320,ExtractResults,ResultsPage,select,ddl_perc_MC2nd_Operator,${data.design.percMC2ndOperator},,,,,10000,FALSE,0,always,,Select percMC2ndOperator. Native <select> - select matches by visible label first
230,2330,ExtractResults,ResultsPage,fill,txt_perc_MC2nd_Percentile_Val,${data.design.percMC2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percMC2ndPercentileVal
231,2340,ExtractResults,ResultsPage,fill,txt_perc_MC2nd_Percentile_Prob,${data.design.percMC2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percMC2ndPercentileProb
232,2350,ExtractResults,ResultsPage,fill,txt_input_name_e_MC,${data.design.input name eMC},,,,,10000,FALSE,0,never,,fill input name eMC
233,2360,ExtractResults,ResultsPage,fill,txt_input_name_sd_MC,${data.design.input name sdMC},,,,,10000,FALSE,0,never,,fill input name sdMC
234,2370,ExtractResults,ResultsPage,select,ddl_perc_MCHR1st_Operator,${data.design.percMCHR1stOperator},,,,,10000,FALSE,0,always,,Select percMCHR1stOperator. Native <select> - select matches by visible label first
235,2380,ExtractResults,ResultsPage,fill,txt_perc_MCHR1st_Percentile_Val,${data.design.percMCHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percMCHR1stPercentileVal
236,2390,ExtractResults,ResultsPage,fill,txt_perc_MCHR1st_Percentile_Prob,${data.design.percMCHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percMCHR1stPercentileProb
237,2400,ExtractResults,ResultsPage,select,ddl_perc_MCHR2nd_Operator,${data.design.percMCHR2ndOperator},,,,,10000,FALSE,0,always,,Select percMCHR2ndOperator. Native <select> - select matches by visible label first
238,2410,ExtractResults,ResultsPage,fill,txt_perc_MCHR2nd_Percentile_Val,${data.design.percMCHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percMCHR2ndPercentileVal
239,2420,ExtractResults,ResultsPage,fill,txt_perc_MCHR2nd_Percentile_Prob,${data.design.percMCHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percMCHR2ndPercentileProb
240,2430,ExtractResults,ResultsPage,select,ddl_perc_MT1st_Operator,${data.design.percMT1stOperator},,,,,10000,FALSE,0,always,,Select percMT1stOperator. Native <select> - select matches by visible label first
241,2440,ExtractResults,ResultsPage,fill,txt_perc_MT1st_Percentile_Val,${data.design.percMT1stPercentileVal},,,,,10000,FALSE,0,never,,fill percMT1stPercentileVal
242,2450,ExtractResults,ResultsPage,fill,txt_perc_MT1st_Percentile_Prob,${data.design.percMT1stPercentileProb},,,,,10000,FALSE,0,never,,fill percMT1stPercentileProb
243,2460,ExtractResults,ResultsPage,select,ddl_perc_MT2nd_Operator,${data.design.percMT2ndOperator},,,,,10000,FALSE,0,always,,Select percMT2ndOperator. Native <select> - select matches by visible label first
244,2470,ExtractResults,ResultsPage,fill,txt_perc_MT2nd_Percentile_Val,${data.design.percMT2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percMT2ndPercentileVal
245,2480,ExtractResults,ResultsPage,fill,txt_perc_MT2nd_Percentile_Prob,${data.design.percMT2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percMT2ndPercentileProb
246,2490,ExtractResults,ResultsPage,fill,txt_input_name_e_MT,${data.design.input name eMT},,,,,10000,FALSE,0,never,,fill input name eMT
247,2500,ExtractResults,ResultsPage,fill,txt_input_name_sd_MT,${data.design.input name sdMT},,,,,10000,FALSE,0,never,,fill input name sdMT
248,2510,ExtractResults,ResultsPage,select,ddl_perc_MTHR1st_Operator,${data.design.percMTHR1stOperator},,,,,10000,FALSE,0,always,,Select percMTHR1stOperator. Native <select> - select matches by visible label first
249,2520,ExtractResults,ResultsPage,fill,txt_perc_MTHR1st_Percentile_Val,${data.design.percMTHR1stPercentileVal},,,,,10000,FALSE,0,never,,fill percMTHR1stPercentileVal
250,2530,ExtractResults,ResultsPage,fill,txt_perc_MTHR1st_Percentile_Prob,${data.design.percMTHR1stPercentileProb},,,,,10000,FALSE,0,never,,fill percMTHR1stPercentileProb
251,2540,ExtractResults,ResultsPage,select,ddl_perc_MTHR2nd_Operator,${data.design.percMTHR2ndOperator},,,,,10000,FALSE,0,always,,Select percMTHR2ndOperator. Native <select> - select matches by visible label first
252,2550,ExtractResults,ResultsPage,fill,txt_perc_MTHR2nd_Percentile_Val,${data.design.percMTHR2ndPercentileVal},,,,,10000,FALSE,0,never,,fill percMTHR2ndPercentileVal
253,2560,ExtractResults,ResultsPage,fill,txt_perc_MTHR2nd_Percentile_Prob,${data.design.percMTHR2ndPercentileProb},,,,,10000,FALSE,0,never,,fill percMTHR2ndPercentileProb
254,2570,ExtractResults,ResultsPage,select,ddl_eff_Boundary_Fam,${data.design.effBoundaryFam},,,,,10000,FALSE,0,always,${data.design.Test Type}==2-Sided (Asymmetric),Select effBoundaryFam. Native <select> - select matches by visible label first
2571,2571,ExtractResults,ResultsPage,select,ddl_asym_eff_Boundary_Fam,${data.design.effBoundaryFam},,,,,10000,FALSE,0,always,${data.design.Test Type}!=2-Sided (Asymmetric),select Efficacy Boundary Family (2-Sided Asymmetric)
255,2580,ExtractResults,ResultsPage,select,ddl_eff_Spend_Func,${data.design.effSpendFunc},,,,,10000,FALSE,0,always,,Select effSpendFunc. Native <select> - select matches by visible label first
256,2590,ExtractResults,ResultsPage,fill,txt_eff_Param_Gamma,${data.design.effParamGamma},,,,,10000,FALSE,0,never,,fill effParamGamma
257,2600,ExtractResults,ResultsPage,fill,txt_eff_Param_Rho,${data.design.effParamRho},,,,,10000,FALSE,0,never,${data.design.effBoundaryFam}==Wang-Tsiatis,fill effParamRho
258,2605,ExtractResults,ResultsPage,fill,txt_shape_Param_Delta,${data.design.effParamRho},,,,,10000,FALSE,0,onFailure,${data.design.effBoundaryFam}!=Wang-Tsiatis,Wang-Tsiatis efficacy Delta (value stored in effParamRho column)
259,2610,ExtractResults,ResultsPage,select,ddl_eff_Param,${data.design.effParam},,,,,10000,FALSE,0,always,,Select effParam. Native <select> - select matches by visible label first
